university,year,rank,score
Kyungpook National University,2022,541,0.0
Niigata University,2022,541,0.0
Northwestern Polytechnical University,2022,541,0.0
Sabanci University,2022,541,0.0
The University of Georgia,2022,541,0.0
"The University of Tennessee, Knoxville",2022,541,0.0
University of Ulsan ,2022,541,0.0
Abai Kazakh National Pedagogical University,2022,551,0.0
Aristotle University of Thessaloniki,2022,551,0.0
Kazakh National Agrarian University KazNAU,2022,551,0.0
Masaryk University,2022,551,0.0
Middle East Technical University,2022,551,0.0
Universidad Panamericana (UP),2022,551,0.0
Universidad de Sevilla,2022,551,0.0
University of Szeged,2022,551,0.0
Università Cattolica del Sacro Cuore,2022,551,0.0
Université Paul Sabatier Toulouse III,2022,551,0.0
Altai State University,2022,561,0.0
Hallym University ,2022,561,0.0
Inha University,2022,561,0.0
Jawaharlal Nehru University,2022,561,0.0
Technische Universität Braunschweig,2022,561,0.0
The New School,2022,561,0.0
Università degli Studi di Pavia,2022,561,0.0
Université de Fribourg,2022,561,0.0
Cairo University,2022,571,0.0
Dalian University of Technology,2022,571,0.0
East China University of Science and Technology,2022,571,0.0
Holy Spirit University of Kaslik ,2022,571,0.0
Hunan University ,2022,571,0.0
Ivane Javakhishvili Tbilisi State University,2022,571,0.0
Jeonbuk National University,2022,571,0.0
Osaka City University,2022,571,0.0
Universitat de Valencia,2022,571,0.0
University of Minho,2022,571,0.0
University of Nebraska - Lincoln,2022,571,0.0
Universität Bremen,2022,571,0.0
Lebanese American University,2022,581,0.0
"Lingnan University, Hong Kong",2022,581,0.0
Murdoch University,2022,581,0.0
Okayama University,2022,581,0.0
Samara National Research University (Samara University),2022,581,0.0
Universidad Nacional de La Plata (UNLP),2022,581,0.0
University of Guelph,2022,581,0.0
University of South Florida,2022,581,0.0
Applied Science University - Bahrain,2022,591,0.0
Bilkent University,2022,591,0.0
Indian Institute of Technology Hyderabad,2022,591,0.0
Kumamoto University,2022,591,0.0
National Chengchi University,2022,591,0.0
Savitribai Phule Pune University,2022,591,0.0
"Sofia University ""St. Kliment Ohridski""",2022,591,0.0
Universidad Externado de Colombia ,2022,591,0.0
University of Debrecen,2022,591,0.0
University of Electronic Science and Technology of China,2022,591,0.0
University of Ljubljana,2022,591,0.0
Universität Regensburg,2022,591,0.0
Université du Québec,2022,591,0.0
Abo Akademi University,2022,601,0.0
American University in Dubai,2022,601,0.0
Ateneo de Manila University,2022,601,0.0
Bangor University,2022,601,0.0
Canadian University Dubai,2022,601,0.0
Carleton University,2022,601,0.0
Central Queensland University (CQUniversity Australia),2022,601,0.0
Chiang Mai University,2022,601,0.0
China Agricultural University ,2022,601,0.0
Clark University,2022,601,0.0
Coventry University,2022,601,0.0
Gifu University,2022,601,0.0
Kanazawa University,2022,601,0.0
"Kingston University, London",2022,601,0.0
Konkuk University ,2022,601,0.0
Leibniz University Hannover,2022,601,0.0
Management and Science University,2022,601,0.0
Nanjing University of Science and Technology,2022,601,0.0
Palacký University Olomouc,2022,601,0.0
Pavol Jozef Šafárik University in Košice,2022,601,0.0
Pusan National University,2022,601,0.0
Renmin (People's) University of China,2022,601,0.0
S.D. Asfendiyarov Kazakh National Medical University,2022,601,0.0
Sejong University ,2022,601,0.0
Shenzhen University,2022,601,0.0
Smith College,2022,601,0.0
Soochow University,2022,601,0.0
Taras Shevchenko National University of Kyiv,2022,601,0.0
Thammasat University,2022,601,0.0
Tokyo University of Agriculture and Technology ,2022,601,0.0
Universidad Anáhuac México,2022,601,0.0
Universidad Nacional del Centro de la Provincia de Buenos Aires (UNICEN),2022,601,0.0
Universidad Pontificia Comillas,2022,601,0.0
Universidad de Concepción,2022,601,0.0
Universitat Ramon Llull,2022,601,0.0
University Paris 2 Panthéon-Assas,2022,601,0.0
University of Aveiro,2022,601,0.0
University of Cincinnati,2022,601,0.0
University of Genoa,2022,601,0.0
University of Hohenheim,2022,601,0.0
University of Jordan,2022,601,0.0
University of Manitoba,2022,601,0.0
University of Plymouth,2022,601,0.0
University of Pretoria,2022,601,0.0
University of Sharjah,2022,601,0.0
University of Siena,2022,601,0.0
University of South Carolina,2022,601,0.0
Victoria University ,2022,601,0.0
American University,2022,651,0.0
Chongqing University,2022,651,0.0
College of William and Mary,2022,651,0.0
Comenius University in Bratislava,2022,651,0.0
Drexel University,2022,651,0.0
Edith Cowan University ,2022,651,0.0
Eötvös Loránd University,2022,651,0.0
Free University of Bozen-Bolzano,2022,651,0.0
Howard University,2022,651,0.0
Immanuel Kant Baltic Federal University,2022,651,0.0
International Islamic University Malaysia (IIUM),2022,651,0.0
Jadavpur University,2022,651,0.0
Kagoshima University,2022,651,0.0
Karl-Franzens-Universitaet Graz,2022,651,0.0
King Khalid University,2022,651,0.0
Lahore University of Management Sciences (LUMS),2022,651,0.0
Lobachevsky University,2022,651,0.0
Macau University of Science and Technology,2022,651,0.0
Michigan Technological University,2022,651,0.0
National Chung Hsing University,2022,651,0.0
"National Technical University  ""Kharkiv Polytechnic Institute""",2022,651,0.0
National and Kapodistrian University of Athens,2022,651,0.0
Pontifícia Universidade Católica do Rio de Janeiro,2022,651,0.0
Sechenov University,2022,651,0.0
Sunway University,2022,651,0.0
Syracuse University,2022,651,0.0
Tokushima University,2022,651,0.0
Ulster University,2022,651,0.0
Universidad ICESI,2022,651,0.0
Universidad Peruana Cayetano Heredia (UPCH),2022,651,0.0
Universidad Pontificia Bolivariana ,2022,651,0.0
Universidad de Antioquia,2022,651,0.0
Universidade Federal de Minas Gerais      ,2022,651,0.0
Universiti Teknologi MARA - UiTM,2022,651,0.0
University of Crete,2022,651,0.0
University of Hull,2022,651,0.0
University of Hyderabad,2022,651,0.0
University of Kentucky,2022,651,0.0
University of Massachusetts Boston,2022,651,0.0
University of Mons ,2022,651,0.0
University of New Brunswick,2022,651,0.0
University of New Mexico,2022,651,0.0
University of Oklahoma,2022,651,0.0
University of Oregon,2022,651,0.0
University of Pecs,2022,651,0.0
University of Portsmouth,2022,651,0.0
University of Salamanca,2022,651,0.0
University of Trieste,2022,651,0.0
University of Vermont,2022,651,0.0
Universität Rostock,2022,651,0.0
Université Claude Bernard Lyon 1,2022,651,0.0
Zayed University,2022,651,0.0
Abu Dhabi University,2022,701,0.0
Ajman University,2022,701,0.0
Al Ain University,2022,701,0.0
Beijing University of Technology,2022,701,0.0
Bogaziçi Üniversitesi,2022,701,0.0
Brno University of Technology,2022,701,0.0
Charles Darwin University ,2022,701,0.0
City University of New York,2022,701,0.0
Gunma University,2022,701,0.0
Indian Institute of Technology Bhubaneswar,2022,701,0.0
Instituto Tecnológico de Buenos Aires (ITBA),2022,701,0.0
Istanbul Technical University,2022,701,0.0
Jouf University,2022,701,0.0
Lebanese University,2022,701,0.0
Middlesex University,2022,701,0.0
"National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute""",2022,701,0.0
New Jersey Institute of Technology (NJIT),2022,701,0.0
Northumbria University at Newcastle,2022,701,0.0
Notre Dame University-Louaize NDU,2022,701,0.0
O.P. Jindal Global University,2022,701,0.0
Osaka Prefecture University ,2022,701,0.0
Philipps-Universität Marburg ,2022,701,0.0
Plekhanov Russian University of Economics,2022,701,0.0
Politecnico di Bari,2022,701,0.0
Prince Mohammad Bin Fahd university,2022,701,0.0
Saint Petersburg Electrotechnical University ETU-LETI,2022,701,0.0
Stevens Institute of Technology,2022,701,0.0
Sumy State University,2022,701,0.0
Tokyo Metropolitan University,2022,701,0.0
Ufa State Aviation Technical University ,2022,701,0.0
Universidad Central de Venezuela,2022,701,0.0
Universidad Iberoamericana IBERO,2022,701,0.0
Universidad de La Sabana,2022,701,0.0
Universidad de San Andrés - UdeSA,2022,701,0.0
Universidade de Santiago de Compostela,2022,701,0.0
Universitat Rovira i Virgili,2022,701,0.0
University of Bradford,2022,701,0.0
University of Haifa,2022,701,0.0
University of Houston,2022,701,0.0
University of Huddersfield,2022,701,0.0
University of Modena and Reggio Emilia,2022,701,0.0
University of Southern Queensland ,2022,701,0.0
University of Westminster,2022,701,0.0
University of Windsor,2022,701,0.0
University of the Basque Country,2022,701,0.0
Universität Potsdam,2022,701,0.0
Université Côte d'Azur,2022,701,0.0
Université de Sousse,2022,701,0.0
Virginia Commonwealth University,2022,701,0.0
American University of the Middle East,2022,751,0.0
Belarusian National Technical University (BNTU),2022,751,0.0
Bournemouth University,2022,751,0.0
Chonnam National University,2022,751,0.0
Chungnam National University,2022,751,0.0
Clarkson University,2022,751,0.0
Dankook University ,2022,751,0.0
Georgia State University,2022,751,0.0
Institut Teknologi Sepuluh Nopember (ITS Surabaya),2022,751,0.0
Instituto Politécnico Nacional (IPN),2022,751,0.0
Instituto Tecnológico Autónomo de México (ITAM),2022,751,0.0
Jamia Millia Islamia,2022,751,0.0
Jinan University (China),2022,751,0.0
Karaganda State Technical University,2022,751,0.0
Keele University ,2022,751,0.0
Lanzhou University,2022,751,0.0
"Manipal Academy of Higher Education, Manipal, Karnataka, India",2022,751,0.0
Maynooth University,2022,751,0.0
Memorial University of Newfoundland,2022,751,0.0
Northwest University (China),2022,751,0.0
Pontificia Universidad Católica de Valparaíso,2022,751,0.0
Princess Nourah bint Abdulrahman University,2022,751,0.0
Riga Technical University,2022,751,0.0
Ritsumeikan University,2022,751,0.0
Shiraz University,2022,751,0.0
Southern Cross University ,2022,751,0.0
Tallinn University of Technology (TalTech),2022,751,0.0
Temple University,2022,751,0.0
Universidad Adolfo Ibáñez,2022,751,0.0
Universidad San Francisco de Quito (USFQ),2022,751,0.0
Universidad Torcuato Di Tella,2022,751,0.0
Universidad de la República (Udelar),2022,751,0.0
Universidad del Rosario,2022,751,0.0
Universidade Federal do Rio Grande Do Sul ,2022,751,0.0
Universiti Tenaga Nasional (UNITEN),2022,751,0.0
University Duesseldorf,2022,751,0.0
University at Albany SUNY,2022,751,0.0
University of Brescia,2022,751,0.0
University of Central Florida,2022,751,0.0
University of Denver,2022,751,0.0
University of Greenwich,2022,751,0.0
"University of Maryland, Baltimore County",2022,751,0.0
University of Zagreb,2022,751,0.0
Università degli Studi di Perugia,2022,751,0.0
Université de Sherbrooke,2022,751,0.0
Vilnius Gediminas Technical University (VILNIUS TECH),2022,751,0.0
Worcester Polytechnic Institute,2022,751,0.0
AGH University of Science and Technology,2022,801,0.0
Academician Y.A. Buketov Karaganda University,2022,801,0.0
"Adam Mickiewicz University, Poznań",2022,801,0.0
Ain Shams University ,2022,801,0.0
Ankara Üniversitesi,2022,801,0.0
Anna University,2022,801,0.0
Auburn University,2022,801,0.0
Australian Catholic University,2022,801,0.0
Bangladesh University of Engineering and Technology,2022,801,0.0
Beijing Foreign Studies University,2022,801,0.0
Beijing Jiaotong University,2022,801,0.0
Beijing University of Chinese Medicine,2022,801,0.0
Beijing University of Posts and Telecommunications,2022,801,0.0
Beirut Arab University ,2022,801,0.0
Bielefeld University,2022,801,0.0
Binghamton University SUNY,2022,801,0.0
Budapest University of Technology and Economics,2022,801,0.0
CY Cergy Paris University,2022,801,0.0
Ca' Foscari University of Venice ,2022,801,0.0
Catania University,2022,801,0.0
Charles Sturt University ,2022,801,0.0
Clemson University,2022,801,0.0
Corvinus University of Budapest,2022,801,0.0
Cracow University of Technology (Politechnika Krakowska),2022,801,0.0
Czech University of Life Sciences in Prague,2022,801,0.0
De La Salle University,2022,801,0.0
De Montfort University,2022,801,0.0
Edinburgh Napier University,2022,801,0.0
Financial University under the Government of the Russian Federation,2022,801,0.0
Florida International University,2022,801,0.0
Fordham University ,2022,801,0.0
Gdańsk University of Technology,2022,801,0.0
George Mason University,2022,801,0.0
German Jordanian University,2022,801,0.0
Gulf University for Science and Technology,2022,801,0.0
Hacettepe University ,2022,801,0.0
Harbin Engineering University,2022,801,0.0
Indiana University–Purdue University Indianapolis,2022,801,0.0
International Christian University,2022,801,0.0
Islamic University of Madinah,2022,801,0.0
Istanbul University,2022,801,0.0
Jordan University of Science & Technology,2022,801,0.0
Kansas State University ,2022,801,0.0
Kasetsart University,2022,801,0.0
Kaunas University of Technology,2022,801,0.0
Kazakh Ablai Khan University of International Relations and World Languages,2022,801,0.0
Kazakh-British Technical University,2022,801,0.0
Kazan National Research Technological University,2022,801,0.0
Khon Kaen University,2022,801,0.0
King Faisal University,2022,801,0.0
King Mongkut's University of Technology Thonburi ,2022,801,0.0
Kyoto Institute of Technology,2022,801,0.0
Kyushu Institute of Technology ,2022,801,0.0
Liverpool John Moores University,2022,801,0.0
Lodz University of Technology,2022,801,0.0
London Metropolitan University,2022,801,0.0
London South Bank University,2022,801,0.0
Louisiana State University,2022,801,0.0
Loyola University Chicago,2022,801,0.0
Lviv Polytechnic National University,2022,801,0.0
Manchester Metropolitan University (MMU),2022,801,0.0
Mendel University in Brno,2022,801,0.0
Mendeleev University of Chemical Technology,2022,801,0.0
NJSC KIMEP University,2022,801,0.0
Nanjing University of Aeronautics and Astronautics,2022,801,0.0
National Chung Cheng University,2022,801,0.0
Nicolaus Copernicus University ,2022,801,0.0
Nottingham Trent University,2022,801,0.0
Novosibirsk State Technical University,2022,801,0.0
Oklahoma State University ,2022,801,0.0
Paris Lodron University of Salzburg,2022,801,0.0
Perm State National Research University,2022,801,0.0
Pondicherry University,2022,801,0.0
Pontifícia Universidade Católica de São Paulo,2022,801,0.0
Poznań University of Technology,2022,801,0.0
Prince of Songkla University,2022,801,0.0
Princess Sumaya University for Technology,2022,801,0.0
Qassim University,2022,801,0.0
"Queen Margaret University , Edinburgh",2022,801,0.0
Rhodes University ,2022,801,0.0
Riga Stradins University,2022,801,0.0
Robert Gordon University,2022,801,0.0
Russian Presidential Academy of National Economy and Public Administration,2022,801,0.0
Rutgers University–Newark,2022,801,0.0
Ryerson University,2022,801,0.0
Seattle University,2022,801,0.0
Shinshu University ,2022,801,0.0
Siksha 'O' Anusandhan (Deemed to be University),2022,801,0.0
Silesian University of Technology,2022,801,0.0
Slovak University of Technology in Bratislava,2022,801,0.0
Sophia University ,2022,801,0.0
South Ural State University (National Research University),2022,801,0.0
Southern Methodist University,2022,801,0.0
Szent Istvan University,2022,801,0.0
Széchenyi István University,2022,801,0.0
TU Dortmund University,2022,801,0.0
Technical University of Kosice,2022,801,0.0
Technical University of Liberec,2022,801,0.0
Technological University Dublin,2022,801,0.0
Tecnológico de Costa Rica -TEC,2022,801,0.0
Texas Tech University,2022,801,0.0
